Trace Data (킮),-4332.733154297,-8715.820312500,-2402.496337891,-2574.157714844,-1434.326171875,-2883.911132813,-1673.126220703,-1111.602783203,-2790.069580078,-1602.935791016,-3790.283203125,-1930.236816406,-1872.253417969,-1145.172119141,-1654.815673828,-3756.713867188,-1448.059082031,-1394.653320313
,-7772.827148438,-10045.623779297,-4329.681396484,-4130.554199219,-2613.067626953,-3613.281250000,-2391.052246094,-2020.263671875,-3368.377685547,-2708.435058594,-4273.223876953,-3015.136718750,-2999.114990234,-2114.868164063,-2742.004394531,-4354.858398438,-2617.645263672,-2521.514892578
,-11302.947998047,-10997.772216797,-6290.435791016,-5372.619628906,-3798.675537109,-4109.191894531,-2914.428710938,-2935.791015625,-3755.187988281,-3617.858886719,-4589.843750000,-3844.451904297,-3882.598876953,-3217.315673828,-3612.518310547,-4739.379882813,-3832.244873047,-3701.019287109
,-13781.738281250,-11167.144775391,-7646.942138672,-6179.809570313,-4608.154296875,-4279.327392578,-3228.759765625,-3553.771972656,-3791.809082031,-4207.611083984,-4451.751708984,-4355.621337891,-4434.204101563,-3971.099853516,-4157.257080078,-4685.974121094,-4650.115966797,-4479.980468750
,-15118.408203125,-9946.441650391,-8180.999755859,-6089.782714844,-4993.438720703,-3615.570068359,-2893.829345703,-3810.882568359,-3121.185302734,-4072.570800781,-3673.553466797,-4057.312011719,-4218.292236328,-4342.651367188,-3973.388671875,-3882.598876953,-5039.215087891,-4753.112792969
,-14218.902587891,-7559.204101563,-7273.864746094,-5001.831054688,-4460.144042969,-2420.806884766,-2115.631103516,-3292.083740234,-1995.086669922,-3261.566162109,-2416.229248047,-3041.839599609,-3241.729736328,-3717.803955078,-3135.681152344,-2556.610107422,-4478.454589844,-3997.039794922
,14.495849609,76.293945313,-178.527832031,-521.087646484,-2288.818359375,-3089.141845703,-1896.667480469,-3082.275390625,-3063.201904297,-2857.971191406,-2294.921875000,-2605.438232422,-1766.967773438,-2459.716796875,-3391.265869141,-3799.438476563,-3146.362304688,-3099.060058594
,90.789794922,115.203857422,-149.536132813,-486.755371094,-2246.856689453,-3037.261962891,-1866.149902344,-3034.210205078,-3022.003173828,-2812.194824219,-2259.063720703,-2564.239501953,-1728.820800781,-2420.043945313,-3332.519531250,-3739.166259766,-3097.534179688,-3048.706054688
,160.980224609,154.876708984,-120.544433594,-451.660156250,-2204.895019531,-2985.382080078,-1834.869384766,-2986.145019531,-2983.093261719,-2767.944335938,-2224.731445313,-2523.040771484,-1691.436767578,-2379.608154297,-3273.010253906,-3678.894042969,-3049.468994141,-2999.114990234
,225.067138672,196.075439453,-90.026855469,-415.039062500,-2162.170410156,-2934.265136719,-1805.114746094,-2937.316894531,-2945.709228516,-2723.693847656,-2188.873291016,-2481.079101563,-1656.341552734,-2339.172363281,-3214.263916016,-3615.570068359,-3000.640869141,-2947.998046875
,282.287597656,238.037109375,-58.746337891,-377.655029297,-2118.682861328,-2880.096435547,-1776.123046875,-2889.251708984,-2907.562255859,-2678.680419922,-2149.200439453,-2439.117431641,-1621.246337891,-2297.973632813,-3154.754638672,-3549.194335938,-2948.760986328,-2893.829345703
,332.641601563,278.472900391,-25.177001953,-340.270996094,-2071.380615234,-2821.350097656,-1745.605468750,-2842.712402344,-2867.126464844,-2631.378173828,-2108.001708984,-2396.392822266,-1585.388183594,-2255.249023438,-3095.245361328,-3479.766845703,-2892.303466797,-2837.371826172
,376.129150391,317.382812500,7.629394531,-302.124023438,-2020.263671875,-2756.500244141,-1717.376708984,-2796.936035156,-2825.164794922,-2584.075927734,-2064.514160156,-2352.905273438,-1548.004150391,-2210.998535156,-3036.499023438,-3406.524658203,-2832.031250000,-2777.862548828
,411.987304688,353.240966797,44.250488281,-264.739990234,-1967.620849609,-2687.835693359,-1688.385009766,-2754.211425781,-2780.151367188,-2536.773681641,-2018.737792969,-2308.654785156,-1507.568359375,-2163.696289063,-2976.226806641,-3330.230712891,-2768.707275391,-2714.538574219
,442.504882813,386.810302734,82.397460938,-226.593017578,-1910.400390625,-2615.356445313,-1657.104492188,-2710.723876953,-2730.560302734,-2488.708496094,-1970.672607422,-2263.641357422,-1466.369628906,-2113.342285156,-2915.191650391,-3249.359130859,-2702.331542969,-2650.451660156
,469.207763672,418.090820313,119.781494141,-187.683105469,-1851.654052734,-2540.588378906,-1625.823974609,-2666.473388672,-2678.680419922,-2439.880371094,-1920.318603516,-2215.576171875,-1423.645019531,-2060.699462891,-2851.867675781,-3166.198730469,-2632.904052734,-2583.312988281
,492.095947266,447.082519531,157.165527344,-148.010253906,-1792.144775391,-2465.820312500,-1593.780517578,-2620.697021484,-2620.697021484,-2388.763427734,-1866.149902344,-2165.222167969,-1379.394531250,-2006.530761719,-2784.729003906,-3079.986572266,-2561.187744141,-2513.885498047
,511.932373047,473.022460938,191.497802734,-106.048583984,-1730.346679688,-2388.763427734,-1560.974121094,-2571.105957031,-2557.373046875,-2333.831787109,-1808.166503906,-2111.053466797,-1334.381103516,-1949.310302734,-2714.538574219,-2990.722656250,-2486.419677734,-2442.932128906
,527.954101563,496.673583984,224.304199219,-66.375732422,-1666.259765625,-2311.706542969,-1530.456542969,-2519.226074219,-2490.234375000,-2275.085449219,-1750.183105469,-2053.833007813,-1286.315917969,-1889.038085938,-2641.296386719,-2901.458740234,-2407.836914063,-2368.927001953
,538.635253906,518.035888672,255.584716797,-27.465820313,-1602.172851563,-2234.649658203,-1499.938964844,-2465.057373047,-2420.043945313,-2213.287353516,-1689.147949219,-1992.797851563,-1235.961914063,-1825.714111328,-2566.528320313,-2809.906005859,-2328.491210938,-2294.158935547
,547.790527344,536.346435547,284.576416016,7.629394531,-1536.560058594,-2156.829833984,-1467.895507813,-2408.599853516,-2347.564697266,-2149.200439453,-1627.349853516,-1929.473876953,-1183.319091797,-1758.575439453,-2491.760253906,-2717.590332031,-2246.856689453,-2219.390869141
,554.656982422,552.368164063,312.042236328,40.435791016,-1471.710205078,-2079.010009766,-1433.563232422,-2348.327636719,-2274.322509766,-2083.587646484,-1564.788818359,-1864.624023438,-1129.150390625,-1690.673828125,-2415.466308594,-2625.274658203,-2164.459228516,-2145.385742188
,561.523437500,566.864013672,337.219238281,70.953369141,-1409.149169922,-2001.190185547,-1396.179199219,-2285.766601563,-2201.080322266,-2017.974853516,-1500.701904297,-1798.248291016,-1074.218750000,-1622.009277344,-2337.646484375,-2532.958984375,-2080.535888672,-2071.380615234
,568.389892578,579.071044922,360.107421875,98.419189453,-1348.114013672,-1921.844482422,-1357.269287109,-2222.442626953,-2127.075195313,-1952.362060547,-1435.852050781,-1731.872558594,-1017.761230469,-1552.581787109,-2259.826660156,-2441.406250000,-1997.375488281,-1998.138427734
,576.019287109,590.515136719,379.180908203,125.885009766,-1288.604736328,-1844.024658203,-1317.596435547,-2157.592773438,-2053.833007813,-1885.986328125,-1371.002197266,-1665.496826172,-959.777832031,-1485.443115234,-2181.243896484,-2351.379394531,-1913.452148438,-1924.133300781
,582.885742188,599.670410156,396.728515625,151.062011719,-1230.621337891,-1766.204833984,-1277.160644531,-2091.979980469,-1982.879638672,-1818.847656250,-1306.152343750,-1600.646972656,-902.557373047,-1417.541503906,-2104.187011719,-2265.167236328,-1832.580566406,-1850.128173828
,588.989257813,607.299804688,410.461425781,175.476074219,-1172.637939453,-1689.147949219,-1237.487792969,-2027.130126953,-1914.215087891,-1748.657226563,-1242.065429688,-1537.322998047,-846.862792969,-1351.165771484,-2030.181884766,-2182.006835938,-1754.760742188,-1777.648925781
,595.092773438,616.455078125,423.431396484,199.127197266,-1113.891601563,-1615.905761719,-1196.289062500,-1960.754394531,-1848.602294922,-1679.229736328,-1179.504394531,-1476.287841797,-791.931152344,-1286.315917969,-1957.702636719,-2101.135253906,-1679.229736328,-1705.932617188
,599.670410156,624.847412109,437.164306641,221.252441406,-1057.434082031,-1543.426513672,-1155.853271484,-1893.615722656,-1786.041259766,-1609.039306641,-1117.706298828,-1416.015625000,-738.525390625,-1222.229003906,-1887.512207031,-2021.789550781,-1605.224609375,-1637.268066406
,605.010986328,634.002685547,450.897216797,242.614746094,-1000.213623047,-1470.947265625,-1115.417480469,-1826.477050781,-1724.243164063,-1539.611816406,-1055.908203125,-1358.032226563,-685.882568359,-1159.667968750,-1818.084716797,-1940.155029297,-1531.219482422,-1570.129394531
,609.588623047,643.920898438,466.156005859,264.739990234,-942.993164063,-1399.993896484,-1074.981689453,-1760.101318359,-1663.970947266,-1470.947265625,-994.110107422,-1300.811767578,-634.002685547,-1097.106933594,-1748.657226563,-1857.757568359,-1456.451416016,-1501.464843750
,614.166259766,651.550292969,481.414794922,286.102294922,-888.061523438,-1327.514648438,-1036.834716797,-1696.777343750,-1602.935791016,-1403.808593750,-932.312011719,-1245.880126953,-583.648681641,-1033.782958984,-1679.992675781,-1776.123046875,-1381.683349609,-1432.800292969
,617.980957031,659.179687500,493.621826172,305.175781250,-832.366943359,-1256.561279297,-1000.213623047,-1635.742187500,-1541.137695313,-1336.669921875,-871.276855469,-1193.237304688,-536.346435547,-970.458984375,-1611.328125000,-1695.251464844,-1306.915283203,-1362.609863281
,621.032714844,666.809082031,507.354736328,323.486328125,-776.672363281,-1186.370849609,-965.118408203,-1576.995849609,-1478.576660156,-1269.531250000,-812.530517578,-1142.120361328,-490.570068359,-908.660888672,-1543.426513672,-1616.668701172,-1235.198974609,-1292.419433594
,624.084472656,673.675537109,518.035888672,339.508056641,-721.740722656,-1119.232177734,-930.786132813,-1517.486572266,-1415.252685547,-1203.918457031,-755.310058594,-1093.292236328,-446.319580078,-847.625732422,-1474.761962891,-1540.374755859,-1165.771484375,-1224.517822266
,625.610351563,679.779052734,527.954101563,355.529785156,-668.334960938,-1055.908203125,-895.690917969,-1457.214355469,-1351.928710938,-1137.542724609,-701.141357422,-1045.227050781,-404.357910156,-790.405273438,-1406.097412109,-1466.369628906,-1098.632812500,-1156.616210938
,627.899169922,685.882568359,537.109375000,370.025634766,-617.980957031,-994.110107422,-860.595703125,-1395.416259766,-1288.604736328,-1071.929931641,-649.261474609,-997.161865234,-362.396240234,-736.236572266,-1337.432861328,-1393.127441406,-1034.545898438,-1088.714599609
,630.950927734,688.934326172,544.738769531,385.284423828,-569.915771484,-934.600830078,-825.500488281,-1332.092285156,-1226.806640625,-1008.605957031,-599.670410156,-949.096679688,-321.960449219,-683.593750000,-1269.531250000,-1322.937011719,-971.221923828,-1022.338867188
,631.713867188,691.223144531,553.131103516,399.017333984,-524.139404297,-878.143310547,-790.405273438,-1269.531250000,-1166.534423828,-946.044921875,-553.894042969,-902.557373047,-284.576416016,-634.765625000,-1204.681396484,-1254.272460938,-909.423828125,-959.777832031
,630.950927734,693.511962891,562.286376953,409.698486328,-479.125976563,-823.974609375,-756.072998047,-1209.259033203,-1107.788085938,-888.061523438,-508.880615234,-857.543945313,-250.244140625,-588.226318359,-1142.120361328,-1189.422607422,-850.677490234,-899.505615234
,628.662109375,694.274902344,572.204589844,418.853759766,-435.638427734,-774.383544922,-721.740722656,-1149.749755859,-1049.804687500,-832.366943359,-467.681884766,-813.293457031,-219.726562500,-543.212890625,-1082.611083984,-1126.098632813,-795.745849609,-843.811035156
,626.373291016,695.800781250,581.359863281,427.246093750,-395.202636719,-728.607177734,-686.645507813,-1093.292236328,-993.347167969,-780.487060547,-428.771972656,-769.805908203,-191.497802734,-500.488281250,-1025.390625000,-1065.826416016,-744.628906250,-791.168212891
,624.084472656,697.326660156,589.752197266,436.401367188,-357.055664063,-686.645507813,-650.787353516,-1037.597656250,-938.415527344,-730.133056641,-391.387939453,-726.318359375,-165.557861328,-461.578369141,-968.170166016,-1005.554199219,-696.563720703,-739.288330078
,624.084472656,699.615478516,596.618652344,446.319580078,-321.960449219,-646.209716797,-615.692138672,-981.903076172,-885.772705078,-682.830810547,-356.292724609,-682.067871094,-139.617919922,-424.957275391,-914.764404297,-948.333740234,-650.024414063,-690.460205078
,624.084472656,701.141357422,602.722167969,456.237792969,-288.391113281,-606.536865234,-582.122802734,-928.497314453,-836.944580078,-637.817382813,-324.249267578,-639.343261719,-115.203857422,-392.913818359,-864.410400391,-894.165039063,-607.299804688,-645.446777344
,624.084472656,701.904296875,609.588623047,465.393066406,-255.584716797,-569.915771484,-550.079345703,-877.380371094,-791.168212891,-596.618652344,-295.257568359,-598.144531250,-93.078613281,-362.396240234,-816.345214844,-844.573974609,-565.338134766,-603.485107422
,623.321533203,701.141357422,615.692138672,473.022460938,-224.304199219,-534.057617188,-519.561767578,-828.552246094,-749.206542969,-559.234619141,-268.554687500,-559.234619141,-71.716308594,-333.404541016,-772.094726563,-798.034667969,-524.902343750,-565.338134766
,621.795654297,699.615478516,621.795654297,479.888916016,-193.786621094,-502.014160156,-491.333007813,-782.775878906,-709.533691406,-524.139404297,-243.377685547,-523.376464844,-51.879882813,-305.175781250,-730.895996094,-753.784179688,-488.281250000,-530.242919922
,621.032714844,697.326660156,627.136230469,486.755371094,-166.320800781,-471.496582031,-464.630126953,-740.051269531,-671.386718750,-490.570068359,-218.200683594,-489.807128906,-32.806396484,-278.472900391,-689.697265625,-711.822509766,-453.186035156,-494.384765625
,620.269775391,696.563720703,631.713867188,492.858886719,-139.617919922,-440.979003906,-438.690185547,-700.378417969,-634.002685547,-458.526611328,-193.786621094,-457.000732422,-11.444091797,-253.295898438,-651.550292969,-670.623779297,-420.379638672,-459.289550781
,618.743896484,695.037841797,637.054443359,499.725341797,-115.966796875,-412.750244141,-415.039062500,-662.231445313,-598.144531250,-428.009033203,-170.135498047,-426.483154297,7.629394531,-230.407714844,-616.455078125,-631.713867188,-389.099121094,-424.957275391
,617.980957031,693.511962891,641.632080078,505.065917969,-93.078613281,-384.521484375,-391.387939453,-625.610351563,-564.575195313,-399.017333984,-148.010253906,-398.254394531,25.939941406,-209.045410156,-582.885742188,-595.855712891,-359.344482422,-392.150878906
,617.218017578,692.749023438,646.972656250,509.643554688,-70.953369141,-358.581542969,-370.025634766,-592.041015625,-534.057617188,-370.788574219,-127.410888672,-370.025634766,42.724609375,-188.446044922,-550.842285156,-561.523437500,-332.641601563,-361.633300781
,616.455078125,691.986083984,652.313232422,513.458251953,-49.591064453,-334.167480469,-350.189208984,-560.760498047,-505.828857422,-344.085693359,-108.337402344,-345.611572266,57.983398438,-167.846679688,-520.324707031,-529.479980469,-307.464599609,-333.404541016
,616.455078125,691.223144531,655.364990234,516.510009766,-30.517578125,-310.516357422,-331.115722656,-530.242919922,-479.888916016,-319.671630859,-89.263916016,-322.723388672,71.716308594,-148.010253906,-488.281250000,-497.436523438,-283.813476563,-308.990478516
,617.218017578,691.986083984,657.653808594,518.798828125,-13.732910156,-288.391113281,-313.568115234,-502.014160156,-453.948974609,-295.257568359,-70.953369141,-300.598144531,84.686279297,-130.462646484,-458.526611328,-466.156005859,-260.162353516,-285.339355469
,618.743896484,692.749023438,659.179687500,521.087646484,1.525878906,-266.265869141,-294.494628906,-474.548339844,-428.771972656,-273.132324219,-54.168701172,-279.998779297,98.419189453,-113.677978516,-431.823730469,-435.638427734,-237.274169922,-262.451171875
,621.032714844,693.511962891,659.179687500,523.376464844,16.784667969,-244.903564453,-276.184082031,-449.371337891,-405.120849609,-252.532958984,-38.146972656,-260.162353516,111.389160156,-97.656250000,-405.883789063,-407.409667969,-215.148925781,-241.851806641
,622.558593750,693.511962891,658.416748047,525.665283203,32.043457031,-224.304199219,-259.399414063,-425.720214844,-382.232666016,-232.696533203,-23.651123047,-241.088867188,124.359130859,-83.160400391,-382.995605469,-381.469726563,-194.549560547,-221.252441406
,624.084472656,691.986083984,658.416748047,526.428222656,47.302246094,-205.230712891,-242.614746094,-403.594970703,-362.396240234,-214.385986328,-9.918212891,-222.778320313,135.803222656,-67.901611328,-359.344482422,-357.818603516,-175.476074219,-202.178955078
,626.373291016,690.460205078,658.416748047,526.428222656,63.323974609,-186.157226563,-228.118896484,-381.469726563,-342.559814453,-196.838378906,1.525878906,-205.993652344,147.247314453,-53.405761719,-336.456298828,-334.930419922,-157.928466797,-183.868408203
,627.899169922,690.460205078,657.653808594,527.191162109,77.819824219,-167.083740234,-215.148925781,-360.107421875,-321.960449219,-179.290771484,15.258789063,-189.971923828,157.165527344,-38.909912109,-313.568115234,-312.042236328,-141.143798828,-165.557861328
,630.187988281,691.223144531,659.179687500,527.954101563,90.789794922,-148.773193359,-201.416015625,-337.982177734,-301.361083984,-163.269042969,28.228759766,-174.713134766,167.846679688,-24.414062500,-290.679931641,-288.391113281,-123.596191406,-148.010253906
,632.476806641,691.986083984,658.416748047,529.479980469,104.522705078,-130.462646484,-187.683105469,-316.619873047,-280.761718750,-147.247314453,40.435791016,-159.454345703,179.290771484,-12.207031250,-269.317626953,-264.739990234,-106.048583984,-129.699707031
,634.002685547,691.986083984,657.653808594,530.242919922,117.492675781,-112.915039063,-175.476074219,-296.020507813,-260.925292969,-131.225585938,52.642822266,-144.958496094,189.208984375,0.000000000,-247.955322266,-243.377685547,-88.500976563,-112.152099609
,634.765625000,691.223144531,657.653808594,531.005859375,131.988525391,-96.130371094,-162.506103516,-276.947021484,-242.614746094,-115.966796875,64.849853516,-131.225585938,199.127197266,12.207031250,-228.118896484,-222.015380859,-70.953369141,-96.130371094
,635.528564453,688.934326172,656.890869141,531.005859375,145.721435547,-78.582763672,-151.824951172,-259.399414063,-225.067138672,-99.182128906,75.531005859,-117.492675781,207.519531250,25.177001953,-209.808349609,-202.941894531,-53.405761719,-80.108642578
,636.291503906,687.408447266,654.602050781,531.768798828,157.165527344,-61.798095703,-140.380859375,-241.851806641,-207.519531250,-81.634521484,86.212158203,-103.759765625,213.623046875,36.621093750,-191.497802734,-184.631347656,-37.384033203,-64.086914063
,637.054443359,686.645507813,652.313232422,532.531738281,167.846679688,-44.250488281,-127.410888672,-225.830078125,-188.446044922,-66.375732422,97.656250000,-88.500976563,219.726562500,48.065185547,-173.950195313,-165.557861328,-20.599365234,-48.065185547
,640.869140625,685.882568359,650.024414063,534.057617188,177.001953125,-27.465820313,-115.966796875,-208.282470703,-170.135498047,-51.879882813,107.574462891,-73.242187500,226.593017578,58.746337891,-157.165527344,-148.773193359,-5.340576172,-32.043457031
,643.157958984,685.882568359,646.209716797,535.583496094,186.920166016,-11.444091797,-103.759765625,-191.497802734,-152.587890625,-38.909912109,115.966796875,-57.983398438,231.933593750,68.664550781,-140.380859375,-131.225585938,9.918212891,-16.784667969
,643.920898438,684.356689453,643.920898438,534.820556641,199.127197266,2.288818359,-93.078613281,-174.713134766,-137.329101563,-27.465820313,125.122070313,-45.013427734,236.511230469,77.819824219,-125.122070313,-115.203857422,24.414062500,-2.288818359
,644.683837891,681.304931641,641.632080078,534.057617188,210.571289063,16.021728516,-83.160400391,-159.454345703,-123.596191406,-16.021728516,132.751464844,-33.569335938,240.325927734,88.500976563,-109.863281250,-99.182128906,38.146972656,11.444091797
,643.157958984,679.779052734,640.106201172,532.531738281,222.778320313,28.991699219,-72.479248047,-144.958496094,-111.389160156,-4.577636719,141.143798828,-22.125244141,242.614746094,99.182128906,-95.367431641,-82.397460938,51.879882813,25.177001953
,642.395019531,679.016113281,639.343261719,532.531738281,234.222412109,41.198730469,-62.561035156,-131.225585938,-99.182128906,6.866455078,150.299072266,-11.444091797,245.666503906,108.337402344,-79.345703125,-66.375732422,64.086914063,39.672851563
,642.395019531,678.253173828,637.054443359,533.294677734,244.140625000,54.931640625,-51.879882813,-115.966796875,-85.449218750,19.073486328,160.217285156,0.000000000,249.481201172,117.492675781,-64.849853516,-49.591064453,77.819824219,53.405761719
,643.157958984,676.727294922,634.765625000,535.583496094,254.821777344,69.427490234,-42.724609375,-99.945068359,-70.953369141,30.517578125,168.609619141,11.444091797,252.532958984,125.122070313,-51.879882813,-34.332275391,90.789794922,66.375732422
,642.395019531,674.438476563,631.713867188,536.346435547,264.739990234,83.923339844,-34.332275391,-85.449218750,-57.220458984,41.961669922,177.764892578,21.362304688,254.821777344,132.751464844,-38.146972656,-20.599365234,103.759765625,77.819824219
,641.632080078,671.386718750,630.950927734,536.346435547,275.421142578,97.656250000,-26.702880859,-71.716308594,-43.487548828,53.405761719,185.394287109,31.280517578,257.110595703,141.906738281,-26.702880859,-6.866455078,115.966796875,87.738037109
,641.632080078,669.097900391,630.187988281,535.583496094,285.339355469,109.863281250,-20.599365234,-60.272216797,-29.754638672,64.086914063,192.260742188,39.672851563,259.399414063,151.824951172,-14.495849609,6.103515625,127.410888672,97.656250000
,640.869140625,666.046142578,630.187988281,534.820556641,294.494628906,120.544433594,-12.969970703,-48.828125000,-16.784667969,75.531005859,199.890136719,48.828125000,262.451171875,160.980224609,-0.762939453,19.836425781,137.329101563,109.100341797
,643.157958984,663.757324219,628.662109375,536.346435547,303.649902344,129.699707031,-5.340576172,-34.332275391,-3.051757813,86.975097656,209.045410156,58.746337891,267.791748047,169.372558594,12.207031250,35.858154297,148.010253906,119.781494141
,645.446777344,661.468505859,627.136230469,537.109375000,311.279296875,139.617919922,2.288818359,-18.310546875,9.918212891,99.182128906,218.200683594,68.664550781,273.895263672,177.764892578,24.414062500,51.879882813,158.691406250,131.225585938
,647.735595703,658.416748047,624.847412109,538.635253906,318.145751953,150.299072266,10.681152344,0.000000000,22.125244141,110.626220703,227.355957031,78.582763672,278.472900391,185.394287109,35.858154297,65.612792969,170.135498047,141.906738281
,649.261474609,654.602050781,624.084472656,540.161132813,325.775146484,160.217285156,18.310546875,18.310546875,35.095214844,122.070312500,235.748291016,87.738037109,283.813476563,193.786621094,45.776367188,79.345703125,180.053710938,152.587890625
,648.498535156,650.787353516,622.558593750,540.924072266,334.167480469,170.898437500,24.414062500,33.569335938,46.539306641,132.751464844,243.377685547,97.656250000,287.628173828,202.941894531,54.931640625,91.552734375,190.734863281,164.031982422
,646.972656250,646.972656250,621.795654297,542.449951172,342.559814453,180.053710938,29.754638672,45.776367188,58.746337891,143.432617188,249.481201172,106.048583984,290.679931641,211.334228516,66.375732422,104.522705078,199.127197266,174.713134766
,644.683837891,643.920898438,621.032714844,543.975830078,350.952148438,190.734863281,35.858154297,55.694580078,70.953369141,154.113769531,258.636474609,115.203857422,294.494628906,218.963623047,77.819824219,119.018554688,207.519531250,186.157226563
,642.395019531,641.632080078,618.743896484,546.264648438,357.818603516,200.653076172,41.198730469,64.849853516,83.160400391,164.031982422,267.028808594,125.122070313,299.072265625,227.355957031,89.263916016,133.514404297,215.911865234,198.364257813
,642.395019531,638.580322266,617.218017578,546.264648438,364.685058594,212.097167969,47.302246094,75.531005859,93.841552734,173.187255859,274.658203125,134.277343750,303.649902344,235.748291016,100.708007813,145.721435547,224.304199219,209.808349609
,641.632080078,636.291503906,616.455078125,545.501708984,370.788574219,222.778320313,53.405761719,86.212158203,104.522705078,183.105468750,282.287597656,143.432617188,308.227539063,244.140625000,111.389160156,156.402587891,231.933593750,220.489501953
,641.632080078,632.476806641,615.692138672,544.738769531,376.892089844,231.933593750,57.983398438,95.367431641,113.677978516,192.260742188,288.391113281,151.824951172,313.568115234,254.058837891,120.544433594,166.320800781,239.562988281,231.170654297
,640.106201172,628.662109375,616.455078125,543.212890625,382.232666016,240.325927734,62.561035156,105.285644531,123.596191406,202.178955078,294.494628906,159.454345703,317.382812500,262.451171875,130.462646484,175.476074219,246.429443359,240.325927734
,639.343261719,625.610351563,615.692138672,542.449951172,388.336181641,247.955322266,66.375732422,112.152099609,135.040283203,212.860107422,301.361083984,167.083740234,321.960449219,270.080566406,139.617919922,186.157226563,253.295898438,249.481201172
,639.343261719,623.321533203,614.166259766,543.212890625,392.913818359,254.821777344,70.953369141,119.781494141,147.247314453,223.541259766,308.990478516,173.950195313,327.301025391,278.472900391,148.773193359,196.838378906,261.688232422,257.873535156
,640.869140625,621.795654297,611.877441406,543.212890625,398.254394531,262.451171875,76.293945313,129.699707031,157.928466797,232.696533203,315.856933594,180.053710938,333.404541016,284.576416016,157.928466797,206.756591797,270.080566406,265.502929688
,642.395019531,619.506835938,608.062744141,543.975830078,402.069091797,270.080566406,80.108642578,138.092041016,167.846679688,241.088867188,322.723388672,185.394287109,339.508056641,290.679931641,166.320800781,215.911865234,278.472900391,273.132324219
,641.632080078,616.455078125,605.773925781,543.212890625,406.646728516,276.184082031,83.160400391,145.721435547,176.239013672,248.718261719,328.063964844,189.971923828,345.611572266,297.546386719,175.476074219,225.067138672,286.865234375,279.998779297
,640.106201172,613.403320313,603.485107422,541.687011719,411.224365234,280.761718750,86.212158203,153.350830078,183.868408203,256.347656250,333.404541016,194.549560547,350.189208984,304.412841797,183.868408203,234.985351563,292.968750000,286.865234375
,638.580322266,610.351562500,601.959228516,540.924072266,415.802001953,285.339355469,88.500976563,160.217285156,191.497802734,266.265869141,338.745117188,198.364257813,354.003906250,311.279296875,193.786621094,245.666503906,298.309326172,292.968750000
,636.291503906,608.062744141,601.196289063,540.924072266,420.379638672,289.916992188,93.841552734,167.846679688,199.890136719,276.947021484,343.322753906,202.178955078,357.055664063,318.145751953,202.941894531,257.873535156,302.886962891,299.835205078
,637.054443359,606.536865234,600.433349609,542.449951172,423.431396484,296.783447266,98.419189453,177.764892578,209.045410156,286.102294922,348.663330078,205.993652344,362.396240234,324.249267578,212.860107422,268.554687500,308.990478516,305.938720703
,637.054443359,603.485107422,598.144531250,543.212890625,426.483154297,304.412841797,102.233886719,187.683105469,216.674804688,294.494628906,353.240966797,210.571289063,367.736816406,330.352783203,222.778320313,278.472900391,315.856933594,309.753417969
,636.291503906,600.433349609,597.381591797,542.449951172,430.297851563,311.279296875,104.522705078,199.127197266,225.067138672,300.598144531,357.818603516,213.623046875,373.077392578,336.456298828,230.407714844,287.628173828,321.960449219,313.568115234
,635.528564453,596.618652344,595.855712891,540.161132813,434.875488281,317.382812500,106.811523438,209.045410156,231.933593750,306.701660156,363.159179688,215.148925781,379.180908203,343.322753906,237.274169922,295.257568359,328.063964844,316.619873047
,633.239746094,591.278076172,594.329833984,537.872314453,439.453125000,322.723388672,109.100341797,215.911865234,239.562988281,312.805175781,367.736816406,217.437744141,382.995605469,350.952148438,243.377685547,303.649902344,334.167480469,320.434570313
,631.713867188,588.226318359,590.515136719,536.346435547,443.267822266,328.063964844,113.677978516,222.778320313,247.192382813,319.671630859,373.840332031,218.963623047,387.573242188,357.055664063,249.481201172,312.042236328,338.745117188,325.775146484
,630.950927734,585.174560547,587.463378906,537.109375000,446.319580078,334.930419922,119.018554688,229.644775391,255.584716797,326.538085938,378.417968750,222.778320313,392.913818359,362.396240234,256.347656250,321.960449219,344.848632813,331.115722656
,630.950927734,582.122802734,585.174560547,538.635253906,449.371337891,341.796875000,123.596191406,235.748291016,263.977050781,331.878662109,382.232666016,227.355957031,397.491455078,366.210937500,263.214111328,331.115722656,351.715087891,335.693359375
,630.187988281,579.071044922,582.885742188,537.872314453,451.660156250,347.900390625,126.647949219,242.614746094,270.843505859,337.219238281,386.047363281,231.933593750,401.306152344,369.262695313,269.317626953,341.033935547,359.344482422,340.270996094
,627.899169922,575.256347656,584.411621094,537.109375000,455.474853516,352.478027344,128.936767578,247.955322266,277.709960938,341.796875000,389.099121094,237.274169922,405.120849609,373.077392578,276.184082031,349.426269531,366.210937500,344.848632813
,624.084472656,571.441650391,585.174560547,534.057617188,460.052490234,357.818603516,131.988525391,253.295898438,282.287597656,345.611572266,392.913818359,242.614746094,408.172607422,376.129150391,283.050537109,357.055664063,372.314453125,350.189208984
,620.269775391,567.626953125,584.411621094,531.005859375,463.867187500,363.159179688,134.277343750,260.162353516,286.865234375,350.189208984,395.965576172,247.192382813,411.224365234,381.469726563,290.679931641,364.685058594,378.417968750,357.818603516
