Test Name,H-Reflex Inc-Dec
Test Item,Left Increasing -> M-max
Patient Name,"week5  s2811mytb"
Patient ID,
Test Date,6/4/2019
Trace Label,"Tr 1 : 0 mA","Tr 2 : 0 mA","Tr 3 : 11 mA","Tr 4 : 14.5 mA","Tr 5 : 30 mA","Tr 6 : 30 mA","Tr 7 : 30 mA","Tr 8 : 46 mA","Tr 9 : 52 mA","Tr 10 : 62 mA","Tr 11 : 100 mA","Tr 12 : 100 mA","Tr 13 : 100 mA","Tr 14 : 100 mA","Tr 15 : 100 mA","Tr 16 : 100 mA","Tr 17 : 100 mA"
Sensitivity (µV/Div),2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00,2000.00
Hicut,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00,10000.00
Locut,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00,20.00
ms/Sample,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781,0.0781
Samples,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640
Trace Data (µV),42.724609375,-6.103515625,9650.421142578,13212.585449219,4141.235351563,14098.358154297,8767.700195313,17343.139648438,15901.184082031,7566.833496094,8449.554443359,6823.730468750,10192.871093750,13160.705566406,8396.148681641,15553.283691406,11092.376708984
,76.293945313,23.651123047,77.056884766,11.444091797,39.672851563,32.043457031,33.569335938,90.026855469,57.220458984,55.694580078,-188.446044922,-181.579589844,-194.549560547,-213.623046875,-228.881835938,-204.467773438,-184.631347656
,74.768066406,24.414062500,80.108642578,10.681152344,43.487548828,28.991699219,33.569335938,87.738037109,54.168701172,52.642822266,-189.208984375,-183.868408203,-196.838378906,-214.385986328,-228.881835938,-206.756591797,-186.920166016
,73.242187500,25.177001953,83.160400391,9.155273438,46.539306641,25.939941406,31.280517578,83.923339844,51.116943359,49.591064453,-190.734863281,-184.631347656,-198.364257813,-215.911865234,-229.644775391,-209.045410156,-189.971923828
,73.242187500,24.414062500,86.212158203,8.392333984,48.828125000,23.651123047,28.991699219,78.582763672,48.065185547,45.776367188,-191.497802734,-185.394287109,-199.127197266,-216.674804688,-231.170654297,-212.860107422,-193.023681641
,72.479248047,22.888183594,87.738037109,6.866455078,49.591064453,22.888183594,27.465820313,73.242187500,45.013427734,43.487548828,-193.023681641,-186.920166016,-201.416015625,-217.437744141,-232.696533203,-216.674804688,-194.549560547
,72.479248047,22.125244141,88.500976563,6.866455078,49.591064453,22.125244141,27.465820313,68.664550781,42.724609375,39.672851563,-193.786621094,-188.446044922,-203.704833984,-217.437744141,-233.459472656,-219.726562500,-196.075439453
,70.953369141,21.362304688,88.500976563,6.866455078,51.116943359,22.125244141,27.465820313,64.086914063,41.198730469,35.858154297,-194.549560547,-189.971923828,-205.993652344,-218.200683594,-234.985351563,-221.252441406,-197.601318359
,68.664550781,20.599365234,87.738037109,6.866455078,52.642822266,22.125244141,28.228759766,58.746337891,39.672851563,32.043457031,-196.075439453,-192.260742188,-207.519531250,-219.726562500,-236.511230469,-223.541259766,-199.890136719
,65.612792969,22.125244141,87.738037109,6.103515625,55.694580078,21.362304688,27.465820313,54.168701172,35.858154297,28.228759766,-196.838378906,-192.260742188,-208.282470703,-222.015380859,-238.037109375,-225.830078125,-203.704833984
,62.561035156,22.125244141,87.738037109,4.577636719,57.220458984,19.836425781,26.702880859,47.302246094,32.043457031,25.939941406,-198.364257813,-193.023681641,-209.045410156,-223.541259766,-239.562988281,-228.118896484,-207.519531250
,61.035156250,22.125244141,86.975097656,4.577636719,57.983398438,17.547607422,26.702880859,40.435791016,28.991699219,23.651123047,-198.364257813,-194.549560547,-211.334228516,-224.304199219,-240.325927734,-231.170654297,-210.571289063
,58.746337891,22.125244141,86.975097656,5.340576172,57.983398438,14.495849609,27.465820313,34.332275391,25.177001953,22.125244141,-199.127197266,-196.075439453,-214.385986328,-225.067138672,-241.088867188,-232.696533203,-212.860107422
,55.694580078,22.125244141,86.212158203,6.866455078,57.983398438,12.207031250,30.517578125,28.228759766,23.651123047,20.599365234,-199.890136719,-199.127197266,-218.200683594,-227.355957031,-241.851806641,-233.459472656,-214.385986328
,54.168701172,22.888183594,86.212158203,7.629394531,58.746337891,10.681152344,34.332275391,22.888183594,22.125244141,17.547607422,-199.890136719,-200.653076172,-220.489501953,-230.407714844,-243.377685547,-234.985351563,-215.148925781
,53.405761719,24.414062500,86.975097656,7.629394531,61.035156250,9.918212891,38.909912109,18.310546875,18.310546875,14.495849609,-201.416015625,-201.416015625,-222.015380859,-233.459472656,-244.903564453,-237.274169922,-217.437744141
,54.931640625,25.177001953,90.026855469,7.629394531,62.561035156,8.392333984,45.776367188,13.732910156,13.732910156,10.681152344,-202.941894531,-202.178955078,-222.778320313,-234.222412109,-246.429443359,-240.325927734,-218.963623047
,56.457519531,24.414062500,92.315673828,6.866455078,62.561035156,7.629394531,51.879882813,9.918212891,8.392333984,6.103515625,-205.230712891,-203.704833984,-223.541259766,-234.985351563,-247.192382813,-243.377685547,-221.252441406
,57.220458984,24.414062500,93.078613281,6.103515625,62.561035156,6.866455078,56.457519531,8.392333984,3.051757813,3.051757813,-208.282470703,-204.467773438,-225.067138672,-233.459472656,-247.192382813,-246.429443359,-221.252441406
,56.457519531,24.414062500,94.604492188,6.866455078,61.798095703,6.866455078,61.035156250,6.866455078,0.000000000,0.762939453,-209.808349609,-205.230712891,-226.593017578,-231.933593750,-246.429443359,-247.192382813,-221.252441406
,55.694580078,25.177001953,94.604492188,7.629394531,61.798095703,8.392333984,62.561035156,6.103515625,-2.288818359,-1.525878906,-210.571289063,-207.519531250,-228.881835938,-231.933593750,-246.429443359,-247.192382813,-222.015380859
,54.168701172,26.702880859,93.841552734,7.629394531,64.849853516,8.392333984,62.561035156,5.340576172,-5.340576172,-4.577636719,-210.571289063,-208.282470703,-229.644775391,-232.696533203,-247.192382813,-247.192382813,-222.778320313
,52.642822266,28.991699219,96.130371094,8.392333984,70.953369141,8.392333984,61.035156250,3.814697266,-9.155273438,-9.155273438,-209.808349609,-209.045410156,-228.881835938,-233.459472656,-248.718261719,-247.955322266,-224.304199219
,52.642822266,31.280517578,96.893310547,9.155273438,77.819824219,7.629394531,57.220458984,1.525878906,-13.732910156,-13.732910156,-209.808349609,-210.571289063,-228.118896484,-235.748291016,-249.481201172,-249.481201172,-227.355957031
,51.116943359,32.043457031,98.419189453,9.155273438,85.449218750,5.340576172,53.405761719,-0.762939453,-18.310546875,-17.547607422,-211.334228516,-211.334228516,-227.355957031,-237.274169922,-250.244140625,-252.532958984,-228.881835938
,49.591064453,32.806396484,99.945068359,9.918212891,90.789794922,4.577636719,48.828125000,-3.814697266,-22.125244141,-19.836425781,-214.385986328,-212.860107422,-227.355957031,-238.037109375,-249.481201172,-255.584716797,-229.644775391
,48.065185547,32.806396484,99.945068359,9.918212891,92.315673828,2.288818359,44.250488281,-6.103515625,-24.414062500,-22.125244141,-217.437744141,-214.385986328,-228.118896484,-238.800048828,-247.955322266,-257.873535156,-230.407714844
,45.776367188,31.280517578,101.470947266,9.918212891,92.315673828,0.762939453,38.909912109,-7.629394531,-25.939941406,-25.177001953,-220.489501953,-215.911865234,-229.644775391,-238.800048828,-248.718261719,-260.925292969,-231.170654297
,44.250488281,30.517578125,103.759765625,9.918212891,90.789794922,0.000000000,32.043457031,-7.629394531,-26.702880859,-28.228759766,-222.778320313,-216.674804688,-230.407714844,-241.088867188,-249.481201172,-263.214111328,-233.459472656
,44.250488281,29.754638672,104.522705078,10.681152344,89.263916016,0.000000000,22.888183594,-8.392333984,-28.991699219,-31.280517578,-223.541259766,-217.437744141,-230.407714844,-242.614746094,-251.770019531,-265.502929688,-235.748291016
,43.487548828,30.517578125,103.759765625,11.444091797,87.738037109,0.000000000,14.495849609,-9.155273438,-32.043457031,-35.095214844,-223.541259766,-218.963623047,-229.644775391,-244.903564453,-254.058837891,-267.791748047,-238.037109375
,43.487548828,30.517578125,102.233886719,11.444091797,84.686279297,2.288818359,5.340576172,-9.918212891,-35.858154297,-37.384033203,-224.304199219,-220.489501953,-229.644775391,-245.666503906,-254.821777344,-268.554687500,-240.325927734
,41.961669922,32.043457031,99.182128906,12.969970703,80.871582031,6.103515625,-3.051757813,-11.444091797,-38.146972656,-39.672851563,-224.304199219,-222.015380859,-228.881835938,-245.666503906,-256.347656250,-268.554687500,-241.088867188
,40.435791016,33.569335938,97.656250000,14.495849609,77.056884766,9.918212891,-10.681152344,-12.969970703,-40.435791016,-42.724609375,-225.067138672,-222.778320313,-228.881835938,-245.666503906,-257.873535156,-270.080566406,-242.614746094
,38.909912109,35.095214844,96.893310547,16.021728516,72.479248047,13.732910156,-19.073486328,-14.495849609,-41.198730469,-45.013427734,-225.067138672,-222.778320313,-229.644775391,-245.666503906,-259.399414063,-271.606445313,-244.140625000
,36.621093750,37.384033203,96.893310547,19.073486328,68.664550781,17.547607422,-26.702880859,-16.021728516,-41.961669922,-47.302246094,-224.304199219,-221.252441406,-230.407714844,-246.429443359,-261.688232422,-273.895263672,-244.903564453
,35.858154297,37.384033203,97.656250000,22.125244141,65.612792969,20.599365234,-33.569335938,-18.310546875,-42.724609375,-50.354003906,-222.778320313,-218.963623047,-231.170654297,-247.955322266,-264.739990234,-277.709960938,-245.666503906
,35.095214844,36.621093750,97.656250000,25.177001953,61.035156250,23.651123047,-40.435791016,-21.362304688,-44.250488281,-52.642822266,-223.541259766,-218.200683594,-232.696533203,-248.718261719,-266.265869141,-279.998779297,-244.140625000
,33.569335938,35.858154297,96.893310547,28.991699219,57.220458984,25.939941406,-44.250488281,-23.651123047,-45.776367188,-54.931640625,-224.304199219,-218.963623047,-234.222412109,-249.481201172,-267.791748047,-281.524658203,-243.377685547
,32.043457031,34.332275391,94.604492188,32.806396484,54.168701172,28.991699219,-46.539306641,-25.939941406,-49.591064453,-56.457519531,-227.355957031,-221.252441406,-234.985351563,-250.244140625,-267.791748047,-282.287597656,-244.140625000
,28.991699219,33.569335938,93.078613281,37.384033203,51.116943359,29.754638672,-48.828125000,-28.228759766,-52.642822266,-58.746337891,-230.407714844,-223.541259766,-236.511230469,-251.007080078,-267.791748047,-282.287597656,-244.903564453
,28.228759766,35.095214844,90.789794922,41.198730469,51.116943359,30.517578125,-50.354003906,-28.991699219,-55.694580078,-61.035156250,-231.170654297,-225.067138672,-237.274169922,-251.770019531,-267.791748047,-283.813476563,-247.192382813
,27.465820313,35.858154297,89.263916016,44.250488281,50.354003906,29.754638672,-51.879882813,-31.280517578,-59.509277344,-63.323974609,-231.170654297,-226.593017578,-237.274169922,-252.532958984,-268.554687500,-285.339355469,-249.481201172
,27.465820313,37.384033203,87.738037109,48.065185547,50.354003906,28.228759766,-53.405761719,-32.806396484,-61.798095703,-65.612792969,-229.644775391,-226.593017578,-238.800048828,-251.770019531,-268.554687500,-288.391113281,-249.481201172
,25.939941406,38.146972656,86.975097656,51.116943359,50.354003906,26.702880859,-54.168701172,-33.569335938,-64.086914063,-67.901611328,-228.118896484,-227.355957031,-240.325927734,-251.007080078,-269.317626953,-290.679931641,-249.481201172
,22.888183594,38.146972656,86.975097656,54.931640625,48.828125000,24.414062500,-53.405761719,-35.095214844,-65.612792969,-69.427490234,-228.118896484,-228.118896484,-241.851806641,-251.770019531,-271.606445313,-291.442871094,-249.481201172
,16.784667969,38.146972656,86.212158203,56.457519531,47.302246094,21.362304688,-52.642822266,-36.621093750,-65.612792969,-71.716308594,-228.881835938,-229.644775391,-244.140625000,-253.295898438,-273.132324219,-292.205810547,-250.244140625
,11.444091797,38.146972656,86.212158203,57.220458984,46.539306641,17.547607422,-51.879882813,-38.909912109,-66.375732422,-73.242187500,-230.407714844,-230.407714844,-245.666503906,-254.821777344,-275.421142578,-292.205810547,-251.770019531
,7.629394531,37.384033203,86.212158203,57.983398438,46.539306641,13.732910156,-51.116943359,-41.198730469,-67.901611328,-75.531005859,-231.933593750,-231.170654297,-246.429443359,-257.110595703,-277.709960938,-292.205810547,-253.295898438
,5.340576172,35.858154297,86.212158203,58.746337891,46.539306641,10.681152344,-49.591064453,-42.724609375,-70.190429688,-77.819824219,-234.222412109,-232.696533203,-247.955322266,-257.873535156,-276.947021484,-292.968750000,-254.058837891
,4.577636719,34.332275391,85.449218750,60.272216797,45.776367188,7.629394531,-48.065185547,-43.487548828,-72.479248047,-80.871582031,-236.511230469,-234.985351563,-249.481201172,-257.873535156,-276.184082031,-294.494628906,-252.532958984
,3.814697266,31.280517578,83.923339844,63.323974609,43.487548828,4.577636719,-45.776367188,-44.250488281,-74.768066406,-83.160400391,-238.800048828,-236.511230469,-249.481201172,-257.873535156,-273.895263672,-293.731689453,-250.244140625
,3.051757813,30.517578125,82.397460938,67.138671875,40.435791016,0.762939453,-41.961669922,-44.250488281,-76.293945313,-84.686279297,-241.088867188,-238.800048828,-250.244140625,-258.636474609,-272.369384766,-292.968750000,-248.718261719
,1.525878906,29.754638672,79.345703125,70.190429688,38.146972656,-3.051757813,-40.435791016,-44.250488281,-77.819824219,-86.975097656,-242.614746094,-241.088867188,-251.007080078,-259.399414063,-273.895263672,-292.968750000,-248.718261719
,0.000000000,29.754638672,77.819824219,71.716308594,36.621093750,-6.866455078,-39.672851563,-44.250488281,-79.345703125,-89.263916016,-244.140625000,-241.088867188,-250.244140625,-260.162353516,-274.658203125,-292.205810547,-248.718261719
,0.000000000,29.754638672,75.531005859,73.242187500,36.621093750,-9.918212891,-38.909912109,-45.013427734,-81.634521484,-92.315673828,-243.377685547,-241.851806641,-251.007080078,-260.925292969,-276.184082031,-292.968750000,-248.718261719
,-0.762939453,29.754638672,73.242187500,74.005126953,35.858154297,-12.207031250,-39.672851563,-45.776367188,-83.160400391,-95.367431641,-243.377685547,-242.614746094,-251.007080078,-260.162353516,-276.947021484,-293.731689453,-249.481201172
,-2.288818359,28.991699219,73.242187500,76.293945313,35.858154297,-12.969970703,-39.672851563,-45.776367188,-83.923339844,-97.656250000,-243.377685547,-242.614746094,-249.481201172,-260.162353516,-276.184082031,-295.257568359,-248.718261719
,-4.577636719,27.465820313,72.479248047,79.345703125,34.332275391,-14.495849609,-40.435791016,-45.776367188,-83.923339844,-99.182128906,-243.377685547,-244.903564453,-249.481201172,-260.162353516,-275.421142578,-295.257568359,-247.955322266
,-8.392333984,26.702880859,71.716308594,82.397460938,32.043457031,-16.021728516,-40.435791016,-45.013427734,-84.686279297,-100.708007813,-244.903564453,-244.903564453,-249.481201172,-260.162353516,-274.658203125,-296.020507813,-247.192382813
,-12.207031250,25.177001953,70.953369141,85.449218750,30.517578125,-19.073486328,-41.198730469,-44.250488281,-85.449218750,-101.470947266,-247.192382813,-244.140625000,-249.481201172,-260.162353516,-274.658203125,-296.783447266,-246.429443359
,-15.258789063,24.414062500,69.427490234,86.975097656,28.991699219,-22.888183594,-41.961669922,-44.250488281,-86.975097656,-102.233886719,-247.192382813,-244.140625000,-251.007080078,-260.162353516,-275.421142578,-297.546386719,-245.666503906
,-17.547607422,23.651123047,66.375732422,87.738037109,27.465820313,-26.702880859,-41.961669922,-45.013427734,-88.500976563,-105.285644531,-247.955322266,-244.903564453,-251.770019531,-260.162353516,-275.421142578,-299.072265625,-244.140625000
,-18.310546875,22.125244141,64.086914063,86.975097656,25.939941406,-30.517578125,-41.198730469,-45.776367188,-89.263916016,-107.574462891,-247.192382813,-245.666503906,-252.532958984,-260.162353516,-276.947021484,-300.598144531,-243.377685547
,-20.599365234,21.362304688,61.798095703,86.975097656,24.414062500,-32.043457031,-38.146972656,-47.302246094,-90.026855469,-109.863281250,-245.666503906,-246.429443359,-254.058837891,-261.688232422,-277.709960938,-300.598144531,-243.377685547
,-22.125244141,20.599365234,60.272216797,86.975097656,22.125244141,-33.569335938,-34.332275391,-48.828125000,-91.552734375,-112.152099609,-244.903564453,-247.192382813,-254.821777344,-263.977050781,-279.235839844,-301.361083984,-244.140625000
,-23.651123047,19.836425781,59.509277344,86.975097656,21.362304688,-36.621093750,-28.228759766,-50.354003906,-93.078613281,-114.440917969,-244.140625000,-246.429443359,-255.584716797,-265.502929688,-282.287597656,-301.361083984,-245.666503906
,-25.177001953,19.836425781,58.746337891,86.212158203,20.599365234,-40.435791016,-22.125244141,-52.642822266,-96.130371094,-117.492675781,-243.377685547,-244.903564453,-255.584716797,-266.265869141,-283.813476563,-301.361083984,-246.429443359
,-24.414062500,19.073486328,57.983398438,84.686279297,19.836425781,-45.013427734,-16.021728516,-53.405761719,-99.182128906,-120.544433594,-243.377685547,-244.903564453,-254.821777344,-266.265869141,-286.102294922,-302.124023438,-246.429443359
,-23.651123047,17.547607422,57.983398438,83.160400391,19.836425781,-48.828125000,-9.918212891,-54.931640625,-102.233886719,-122.070312500,-242.614746094,-244.903564453,-254.821777344,-265.502929688,-287.628173828,-301.361083984,-246.429443359
,-24.414062500,15.258789063,57.983398438,80.871582031,19.836425781,-51.116943359,-5.340576172,-56.457519531,-105.285644531,-122.833251953,-243.377685547,-245.666503906,-254.821777344,-265.502929688,-287.628173828,-300.598144531,-245.666503906
,-25.177001953,12.969970703,57.220458984,80.108642578,20.599365234,-51.879882813,0.000000000,-57.220458984,-106.811523438,-123.596191406,-244.903564453,-246.429443359,-255.584716797,-266.265869141,-288.391113281,-298.309326172,-245.666503906
,-26.702880859,10.681152344,57.220458984,78.582763672,21.362304688,-51.879882813,6.103515625,-58.746337891,-109.100341797,-123.596191406,-246.429443359,-245.666503906,-255.584716797,-267.791748047,-289.916992188,-297.546386719,-245.666503906
,-28.991699219,9.155273438,56.457519531,77.056884766,22.125244141,-51.879882813,12.969970703,-60.272216797,-109.100341797,-124.359130859,-247.955322266,-244.903564453,-256.347656250,-269.317626953,-290.679931641,-296.020507813,-246.429443359
,-30.517578125,8.392333984,56.457519531,76.293945313,22.888183594,-51.879882813,19.836425781,-62.561035156,-109.100341797,-125.122070313,-247.955322266,-245.666503906,-255.584716797,-270.843505859,-290.679931641,-296.783447266,-247.955322266
,-31.280517578,7.629394531,57.983398438,74.768066406,23.651123047,-52.642822266,25.939941406,-64.849853516,-109.100341797,-125.885009766,-247.955322266,-246.429443359,-255.584716797,-270.843505859,-290.679931641,-299.072265625,-249.481201172
,-32.806396484,6.866455078,58.746337891,74.768066406,25.939941406,-51.879882813,32.043457031,-66.375732422,-109.863281250,-126.647949219,-247.955322266,-248.718261719,-255.584716797,-271.606445313,-289.916992188,-299.835205078,-248.718261719
,-34.332275391,6.103515625,60.272216797,75.531005859,27.465820313,-50.354003906,38.909912109,-66.375732422,-109.863281250,-128.173828125,-248.718261719,-249.481201172,-256.347656250,-272.369384766,-289.154052734,-300.598144531,-247.955322266
,-36.621093750,6.103515625,61.035156250,75.531005859,29.754638672,-46.539306641,46.539306641,-65.612792969,-110.626220703,-129.699707031,-249.481201172,-251.007080078,-257.873535156,-272.369384766,-289.154052734,-299.835205078,-247.192382813
,-38.146972656,8.392333984,60.272216797,77.056884766,32.806396484,-41.961669922,53.405761719,-64.849853516,-112.152099609,-131.988525391,-250.244140625,-251.770019531,-258.636474609,-273.895263672,-289.916992188,-298.309326172,-246.429443359
,-38.909912109,9.918212891,61.035156250,77.056884766,35.858154297,-36.621093750,60.272216797,-64.086914063,-112.915039063,-134.277343750,-250.244140625,-251.007080078,-257.873535156,-274.658203125,-291.442871094,-297.546386719,-247.955322266
,-39.672851563,11.444091797,61.035156250,75.531005859,38.146972656,-32.043457031,66.375732422,-63.323974609,-114.440917969,-136.566162109,-250.244140625,-251.007080078,-257.873535156,-274.658203125,-292.205810547,-297.546386719,-248.718261719
,-39.672851563,11.444091797,60.272216797,74.005126953,38.909912109,-28.991699219,71.716308594,-64.086914063,-115.966796875,-138.854980469,-250.244140625,-251.770019531,-257.873535156,-273.132324219,-292.968750000,-297.546386719,-248.718261719
,-40.435791016,9.918212891,59.509277344,71.716308594,39.672851563,-26.702880859,78.582763672,-63.323974609,-117.492675781,-140.380859375,-250.244140625,-251.770019531,-258.636474609,-271.606445313,-292.968750000,-296.020507813,-247.955322266
,-41.198730469,9.155273438,57.983398438,68.664550781,39.672851563,-25.177001953,84.686279297,-62.561035156,-118.255615234,-141.143798828,-251.770019531,-252.532958984,-259.399414063,-270.080566406,-292.205810547,-294.494628906,-247.955322266
,-42.724609375,9.155273438,55.694580078,65.612792969,41.198730469,-24.414062500,89.263916016,-62.561035156,-118.255615234,-142.669677734,-253.295898438,-253.295898438,-260.162353516,-269.317626953,-292.968750000,-292.968750000,-247.955322266
,-43.487548828,9.918212891,54.168701172,62.561035156,43.487548828,-23.651123047,93.078613281,-62.561035156,-119.018554688,-143.432617188,-254.058837891,-253.295898438,-259.399414063,-268.554687500,-293.731689453,-291.442871094,-247.955322266
,-44.250488281,10.681152344,52.642822266,59.509277344,45.013427734,-23.651123047,95.367431641,-62.561035156,-118.255615234,-144.958496094,-253.295898438,-252.532958984,-257.873535156,-267.028808594,-294.494628906,-290.679931641,-247.192382813
,-43.487548828,11.444091797,50.354003906,57.220458984,45.013427734,-25.177001953,99.182128906,-64.086914063,-118.255615234,-146.484375000,-251.770019531,-253.295898438,-256.347656250,-264.739990234,-296.020507813,-290.679931641,-244.140625000
,-42.724609375,11.444091797,48.065185547,54.168701172,45.776367188,-26.702880859,102.996826172,-64.849853516,-119.781494141,-148.010253906,-251.770019531,-253.295898438,-254.821777344,-262.451171875,-296.020507813,-290.679931641,-242.614746094
,-43.487548828,10.681152344,45.776367188,51.116943359,45.776367188,-28.228759766,108.337402344,-66.375732422,-120.544433594,-149.536132813,-251.770019531,-252.532958984,-254.058837891,-260.925292969,-296.783447266,-289.916992188,-241.088867188
,-44.250488281,9.918212891,45.013427734,48.828125000,46.539306641,-29.754638672,112.915039063,-68.664550781,-122.833251953,-151.062011719,-253.295898438,-252.532958984,-254.058837891,-260.162353516,-297.546386719,-289.916992188,-240.325927734
,-45.776367188,9.155273438,43.487548828,45.776367188,48.828125000,-31.280517578,116.729736328,-69.427490234,-125.122070313,-152.587890625,-254.058837891,-251.007080078,-254.058837891,-260.925292969,-299.072265625,-289.916992188,-240.325927734
,-46.539306641,9.918212891,44.250488281,42.724609375,51.116943359,-32.043457031,118.255615234,-70.190429688,-126.647949219,-154.113769531,-253.295898438,-249.481201172,-254.821777344,-260.925292969,-299.835205078,-289.916992188,-240.325927734
,-46.539306641,9.918212891,43.487548828,39.672851563,54.168701172,-32.043457031,119.018554688,-71.716308594,-128.173828125,-156.402587891,-253.295898438,-249.481201172,-255.584716797,-262.451171875,-300.598144531,-289.916992188,-240.325927734
,-46.539306641,10.681152344,41.961669922,35.858154297,54.931640625,-32.806396484,119.781494141,-71.716308594,-128.173828125,-157.928466797,-251.770019531,-249.481201172,-256.347656250,-262.451171875,-301.361083984,-289.916992188,-240.325927734
,-47.302246094,10.681152344,40.435791016,32.806396484,55.694580078,-31.280517578,119.781494141,-73.242187500,-126.647949219,-160.217285156,-250.244140625,-250.244140625,-256.347656250,-262.451171875,-299.835205078,-289.154052734,-239.562988281
,-47.302246094,9.918212891,38.146972656,29.754638672,53.405761719,-29.754638672,119.781494141,-74.768066406,-125.885009766,-162.506103516,-250.244140625,-251.007080078,-256.347656250,-263.214111328,-300.598144531,-288.391113281,-238.800048828
,-47.302246094,9.918212891,37.384033203,27.465820313,51.879882813,-30.517578125,120.544433594,-77.056884766,-126.647949219,-164.794921875,-250.244140625,-251.007080078,-255.584716797,-263.214111328,-300.598144531,-289.154052734,-238.800048828
,-46.539306641,9.155273438,38.146972656,25.939941406,49.591064453,-29.754638672,119.781494141,-80.108642578,-126.647949219,-166.320800781,-249.481201172,-249.481201172,-254.821777344,-262.451171875,-301.361083984,-289.916992188,-238.800048828
,-44.250488281,10.681152344,38.146972656,24.414062500,47.302246094,-30.517578125,119.018554688,-81.634521484,-127.410888672,-167.083740234,-248.718261719,-248.718261719,-254.058837891,-262.451171875,-302.886962891,-290.679931641,-239.562988281
,-42.724609375,12.207031250,38.909912109,23.651123047,45.776367188,-30.517578125,117.492675781,-84.686279297,-127.410888672,-167.083740234,-248.718261719,-247.955322266,-254.058837891,-261.688232422,-302.886962891,-291.442871094,-238.800048828
,-41.961669922,13.732910156,38.146972656,22.888183594,43.487548828,-28.991699219,114.440917969,-85.449218750,-125.885009766,-166.320800781,-249.481201172,-247.955322266,-255.584716797,-261.688232422,-302.886962891,-290.679931641,-237.274169922
,-41.198730469,16.021728516,37.384033203,22.888183594,39.672851563,-26.702880859,110.626220703,-86.212158203,-124.359130859,-166.320800781,-251.007080078,-247.955322266,-256.347656250,-262.451171875,-302.886962891,-289.916992188,-235.748291016
,-41.198730469,16.021728516,37.384033203,22.888183594,36.621093750,-24.414062500,106.048583984,-86.975097656,-124.359130859,-167.083740234,-252.532958984,-247.192382813,-257.110595703,-263.977050781,-303.649902344,-288.391113281,-234.985351563
,-40.435791016,16.021728516,37.384033203,23.651123047,34.332275391,-22.125244141,101.470947266,-87.738037109,-125.122070313,-167.846679688,-251.770019531,-247.192382813,-257.110595703,-267.028808594,-303.649902344,-287.628173828,-234.985351563
,-36.621093750,14.495849609,38.146972656,24.414062500,32.043457031,-21.362304688,97.656250000,-89.263916016,-126.647949219,-168.609619141,-250.244140625,-246.429443359,-256.347656250,-267.791748047,-303.649902344,-286.865234375,-236.511230469
,-32.806396484,12.207031250,38.146972656,24.414062500,30.517578125,-19.073486328,95.367431641,-91.552734375,-127.410888672,-168.609619141,-248.718261719,-245.666503906,-254.058837891,-267.791748047,-302.886962891,-287.628173828,-237.274169922
,-28.991699219,9.918212891,38.146972656,25.177001953,29.754638672,-17.547607422,93.078613281,-93.078613281,-128.173828125,-167.083740234,-247.192382813,-245.666503906,-252.532958984,-265.502929688,-301.361083984,-286.865234375,-236.511230469
,-25.939941406,8.392333984,38.146972656,25.177001953,28.228759766,-15.258789063,92.315673828,-94.604492188,-128.936767578,-166.320800781,-247.955322266,-244.903564453,-252.532958984,-263.214111328,-299.835205078,-286.102294922,-234.985351563
,-24.414062500,7.629394531,37.384033203,24.414062500,27.465820313,-13.732910156,90.789794922,-95.367431641,-128.936767578,-165.557861328,-248.718261719,-244.903564453,-252.532958984,-261.688232422,-298.309326172,-285.339355469,-232.696533203
,-24.414062500,7.629394531,37.384033203,22.888183594,25.939941406,-12.207031250,88.500976563,-97.656250000,-130.462646484,-165.557861328,-249.481201172,-244.903564453,-254.821777344,-260.162353516,-296.783447266,-284.576416016,-231.170654297
,-23.651123047,9.155273438,37.384033203,20.599365234,25.939941406,-11.444091797,87.738037109,-98.419189453,-131.988525391,-167.083740234,-250.244140625,-244.140625000,-255.584716797,-259.399414063,-296.020507813,-283.813476563,-230.407714844
